objectid,title,description,orthography,orthography_tone,ipa,part_of_speech,semantic_domain,tone_melody,syllable_structure,phonation_type,english,spanish,speaker,notes,object_location,format,display_template
nakava-01,nakavà,fall ,nakava,nakavà,[nakaβà],verb (potential),Actions and activities,MML,CVCVCV,modal,fall ,caer,,,objects/caer_(pot).wav,audio/wav,audio
nakava-02,nákavà,fall ,nakava,nákavà,[nákaβà],verb (continuative),Actions and activities,HML,CVCVCV,modal,fall ,caer,,,objects/caer_(cont).wav,audio/wav,audio
nakava-03,nàkavà,fall ,nakava,nàkavà,[nàkaβà],verb (completive),Actions and activities,LML,CVCVCV,modal,fall ,caer,,,objects/caer_(comp).wav,audio/wav,audio
nakava-04,nákàvà,to bend ,nakava,nákàvà,[nákàβà],verb (completive),Actions and activities,HLL,CVCVCV,modal,to bend ,doblarse  (una barrilla),NGC,,objects/doblarse_(cont)_1.wav,audio/wav,audio
naki-i-01,naki'i,pick up ,naki'i,naki'i,[nakiˀi],verb (potential),Actions and activities,MMM,CVCV?V,glottalized,pick up ,levantar,,,,,
naki-i-02,náki'i,pick up ,naki'i,náki'i,[nákiˀi],verb (continuative),Actions and activities,HMM,CVCV?V,glottalized,pick up ,levantar,,,,,
naki-i-03,nàki'i,pick up ,naki'i,nàki'i,[nàkiˀi],verb (completive),Actions and activities,LMM,CVCV?V,glottalized,pick up ,levantar,,,,,
nakita-an-01,nàkitá'an,gather (intr) ,nakita'an,nàkitá'an,[nàkitáˀã],verb (completive),Actions and activities,LMHM,CVCCV?V,glottalized,gather (intr) ,cozechar ,,,,,
nakita-an-02,nákitá'an,gather (intr) ,nakita'an,nákitá'an,[nákitáˀã],verb (continuative),Actions and activities,HMHM,CVCCV?V,glottalized,gather (intr) ,cozechar ,,,,,
nakita-an-03,nakitá'an,gather (intr) ,nakita'an,nakitá'an,[nakitáˀã],verb (potential),Actions and activities,MMHM,CVCCV?V,glottalized,gather (intr) ,cozechar ,,,,,
nakoto-01,nakòtò,visit ,nakoto,nakòtò,[nakòtò],verb (potential),Actions and activities,MLL,CVCVCV,modal,visit ,visitar,,,,,
nakoto-02,nákòtò,visit ,nakoto,nákòtò,[nákòtò],verb (continuative),Actions and activities,HLL,CVCVCV,modal,visit ,visitar,,,,,
nakoto-03,nàkotò,visit ,nakoto,nàkotò,[nàkotò],verb (completive),Actions and activities,LML,CVCVCV,modal,visit ,visitar,,,,,
naku-u-ini-01,naku'u ini,remember 2 ,naku'u ini,naku'u ini,[nakuˀu ĩi],verb (potential),Actions and activities,MM MM,CVC?V VV,glottalized,remember 2 ,recordar,,,,,
naku-u-ini-02,náku'u ini,remember 2 ,naku'u ini,náku'u ini,[nákuˀu ĩi],verb (continuative),Actions and activities,HM MM,CVC?V VV,glottalized,remember 2 ,recordar,,,,,
naku-u-ini-03,nàku'u ini,remember 2 ,naku'u ini,nàku'u ini,[nàkuˀu ĩi],verb (completive),Actions and activities,LM MM,CVC?V VV,glottalized,remember 2 ,recordar,,,,,
nama-02,náma,wall,nama,náma,[náma],noun,houses and parts of houses,HM,CVCV,modal,wall,muro,NGC,,objects/muro.wav,audio/wav,audio
nami-01,ñami,pile,ñami,ñami,[ɲami],noun,landscape and environment,MM,CVCV,modal,pile,montón,NGC,,objects/montón.wav,audio/wav,audio
nana-01,nánà,mother,nana,nánà,[nánà],noun,kin terms,HL,CVCV,modal,mother,madre,,,objects/madre.wav,audio/wav,audio
nana-02,nàñá,chayote,naña,nàñá,[nàɲá],noun,"food, drink, and cooking",LH,CVCV,modal,chayote,chayote,JGO,,objects/chayote.wav,audio/wav,audio
nane-01,nâné,woman,nane,nâné,[nâné],noun,people,FH,CVCV,modal,woman,señora,NGC,,objects/señora.wav,audio/wav,audio
nani-01,nánì,my mom,nani,nánì,[nánì],noun,kin terms,HL,CVCV,modal,my mom,mi mamá,,,objects/mi_mamá.wav,audio/wav,audio
nani-02,ñani,brother ,ñani,ñani,[ɲānī],noun,kin terms,MM,CVCV,modal,brother ,hermano,,,objects/hermano.wav,audio/wav,audio
nani-03,ñáñì,man's brother,ñañi,ñáñì,[ɲáɲĩ̀],noun,kin terms,HL,CVCV,modal,man's brother,hermano del hombre,NGC,,objects/hermano_del_hombre.wav,audio/wav,audio
nani-kuatyi-01,ñani kuǎtyi,the male cousin of a man,ñani kuatyi,ñani kuǎtyi,[ɲānī kʷǎt͡ʃī],noun,kin terms,MM RM,CVCV CVCV,modal,the male cousin of a man,el primo de un hombre,NGC,,objects/el_primo_de_un_hombre.wav,audio/wav,audio
nani-i-01,nani'ǐ,find ,nani'i,nani'ǐ,[na᷈iˀǐ],verb (potential),Actions and activities,MMR,CVV?V,glottalized,find ,encontrar,,,,,
nani-i-02,náni'ǐ,find ,nani'i,náni'ǐ,[na᷈́iˀǐ],verb (continuative),Actions and activities,HMR,CVV?V,glottalized,find ,encontrar,,,,,
nani-i-03,nàni'ǐ,find ,nani'i,nàni'ǐ,[na᷈̀iˀǐ],verb (completive),Actions and activities,LMR,CVV?V,glottalized,find ,encontrar,,,,,
naninstieje-01,nànìntsiějě,rest ,naninstieje,nànìntsiějě,[na᷈̀ìⁿt͡sʲěʰě],verb (completive),Actions and activities,LLRR,CVVCVhV,aspirated,rest ,descansar,,,,,
nanintsieje-01,nanintsiéjě,rest ,nanintsieje,nanintsiéjě,[na᷈iⁿt͡sʲéʰě],verb (potential),Actions and activities,MMHR,CVVCVhV,aspirated,rest ,descansar,,,,,
nanintsieje-02,nánintsiéjě,rest ,nanintsieje,nánintsiéjě,[na᷈́iⁿt͡sʲéʰě],verb (continuative),Actions and activities,HMHR,CVVCVhV,aspirated,rest ,descansar,,,,,
nantoso-01,nantósǒ,forget ,nantoso,nantósǒ,[nãtósǒ],verb (potential),Actions and activities,MHR,CVCVCV,modal,forget ,olvidar,,,,,
nantoso-02,nántósǒ,forget ,nantoso,nántósǒ,[na᷈́tósǒ],verb (continuative),Actions and activities,HHR,CVCVCV,modal,forget ,olvidar,,,,,
nantoso-03,nàntǒsǒ,forget ,nantoso,nàntǒsǒ,[na᷈̀tǒsǒ],verb (completive),Actions and activities,LRR,CVCVCV,modal,forget ,olvidar,,,,,
nantsieje-01,nantsiejě,To shut in ,nantsieje,nantsiejě,[nãⁿt͡sʲeʰě],verb (potential),Actions and activities,MMR,CVCVhV,aspirated,To shut in ,encerrarse,JGO,,,,
nantuku-01,nantukú,search ,nantuku,nantukú,[nãtukú],verb (potential),Actions and activities,MMH,CVCVCV,modal,search ,buscar,,,objects/buscar_(pot).wav,audio/wav,audio
nantuku-02,nántukú,search ,nantuku,nántukú,[na᷈́tukú],verb (continuative),Actions and activities,HMH,CVCVCV,modal,search ,buscar,,,objects/buscar_(cont).wav,audio/wav,audio
nantuku-03,nàntuku,search ,nantuku,nàntuku,[na᷈̀tuku],verb (completive),Actions and activities,LM,CVCVC(V),modal,search ,buscar,,,objects/buscar_(comp).wav,audio/wav,audio
nanu-01,nâñù,lungs,nañu,nâñù,,noun,body parts and the body,,CVCV,,lungs,pulmones,,,,,
nata-an-01,nátá'ān,saw,nata'an,nátá'ān,[nátáˀã],noun,plants and trees,HHM,CVCV?V,glottalized,saw,cierra,JGO,,,,
natijvi-01,natìjvǐ,appear ,natijvi,natìjvǐ,[natìʰβǐ],verb (potential),Actions and activities,MLR,CVCVhCV,pre-aspirated,appear ,aparecer,,,objects/aparecer_(pot).wav,audio/wav,audio
natijvi-02,nátìjvǐ,appear ,natijvi,nátìjvǐ,[nátiʰβǐ],verb (continuative),Actions and activities,HMR,CVCVhCV,pre-aspirated,appear ,aparecer,,,objects/aparecer_(cont).wav,audio/wav,audio
natijvi-03,nàtìjvǐ,appear ,natijvi,nàtìjvǐ,[nàtìʰβǐ],verb (completive),Actions and activities,LLR,CVCVhCV,pre-aspirated,appear ,aparecer,,,objects/aparecer_(comp).wav,audio/wav,audio
nativi-01,nátiví,wrap/envelop ,nativi,nátiví,[nátiβí],verb (continuative),Actions and activities,HMH,CVCVCV,modal,wrap/envelop ,envolver,,,,,
nativi-02,nátiví,wrap/envelop ,nativi,nátiví,[nátiβí],verb (potential),Actions and activities,HMH,CVCVCV,modal,wrap/envelop ,envolver,,,,,
nativi-03,nàtiví,wrap/envelop ,nativi,nàtiví,[nàtiβí],verb (completive),Actions and activities,LMM,CVCVCV,modal,wrap/envelop ,envolver,,,,,
natoso-01,nátǒsō,to bend ,natoso,nátǒsō,[nátǒsō],verb (continuative),Actions and activities,HRM,CVCVCV,modal,to bend ,doblarse ,NGC,,objects/doblarse_(cont)_2.wav,audio/wav,audio
natya-ma-01,nátyà'ma,to be crushed ,natya'ma,nátyà'ma,[ná͡tʃàˀmā],verb (continuative),Actions and activities,HLM,CVCV?CV,glottalized,to be crushed ,aplastarse ,NGC,,objects/aplastarse_(cont).wav,audio/wav,audio
natya-ma-02,natyà'mà,to be crushed ,natya'ma,natyà'mà,[nā͡tʃàˀmà],verb (potential),Actions and activities,MLL,CVCV?CV,glottalized,to be crushed ,aplastarse ,NGC,,objects/aplastarse_(pot).wav,audio/wav,audio
nave-i-01,nave'ì,family,nave'ì,nave'ì,[naveˀì],noun,kin terms,MML,CVCV?V,glottalized,family,familia,,,objects/familia.wav,audio/wav,audio
nayaa-01,nayaa,dry out ,nayaa,nayaa,[najaa],verb (potential),Actions and activities,MMM,CVCVV,modal,dry out ,secar,,,,,
nayaa-02,náyaa,dry out ,nayaa,náyaa,[nájaa],verb (continuative),Actions and activities,HMM,CVCVV,modal,dry out ,secar,,,,,
nayaa-03,nàyaa,dry out ,nayaa,nàyaa,[nàjaa],verb (completive),Actions and activities,LMM,CVCVV,modal,dry out ,secar,,,,,
naye-e-01,naye'e,shine ,naye'e,naye'e,[najeˀe],verb (potential),Actions and activities,MMM,CVCV?V,glottalized,shine ,brillar,,,objects/brillar_(pot).wav,audio/wav,audio
naye-e-02,náye'e,shine ,naye'e,náye'e,[nájeˀe],verb (continuative),Actions and activities,HMM,CVCV?V,glottalized,shine ,brillar,,,objects/brillar_(cont).wav,audio/wav,audio
naye-e-03,nàye'è,shine ,naye'e,nàye'è,[nàjeˀè],verb (completive),Actions and activities,LML,CVCV?V,glottalized,shine ,brillar,,,objects/brillar_(comp).wav,audio/wav,audio
ni-01,ni,neither,ni,ni,[nĩ],,,,,,neither,ni,,,,,
ni-i-01,ní'i,carry/hold ,ni'i,ní'i,[níˀi],verb (continuative),Actions and activities,HM,CV?V,glottalized,carry/hold ,llevar,,,,,
ni-ityi-01,nì'ìtyì,dry out (intrs) ,ni'ìtyi,nì'ìtyì,[nìˀìt͡ʃì],verb (completive),Actions and activities,LLL,CV?VCV,glottalized,dry out (intrs) ,secar ,,,,,
niantaa-01,ñiantaã,truth,niantaa,ñiantaã,[ɲiãtaã],noun,states of being,MMMM,CVVCVV,modal,truth,verdad,NGC,,objects/verdad.wav,audio/wav,audio
niantun-u-01,ñiantun'u,lie,ñiantun'u,ñiantun'u,[ɲiãtũˀu],noun,states of being,MMMM,CVVCV?V,glottalized,lie,mentira,,two words?,objects/mentira.wav,audio/wav,audio
niji-01,nìjǐ,blood,niji,nìjǐ,[nìʰǐ],noun,body parts and the body,LR,CVhV,aspirated,blood,sangre,NGC,,objects/sangre.wav,audio/wav,audio
niji-02,niji,with vigor,niji,niji,[nìʰi],adverb,descriptions,LM,CVhV,aspirated,with vigor,recio,,,,,
niji-03,níjǐ,cob,niji,níjǐ,[níʰǐ],noun,"food, drink, and cooking",HR,CVhV,aspirated,cob,mazorca,NGC,,objects/mazorca.wav,audio/wav,audio
niji-04,níjǐ,thin,niji,níjǐ,[níʰǐ],adjective,states of being,HR,CVhV,aspirated,thin,delgado,NGC,,objects/delgado.wav,audio/wav,audio
nika-an-01,nìkà'àn,speak ,nika'an,nìkà'àn,[nìkàˀã̀],verb (completive),Actions and activities,LLL,CVCV?V,glottalized,speak ,hablar ,,,,,
nikava-01,nìkàvà,to bend ,nikava,nìkàvà,[nìkàβà],verb (completive),Actions and activities,LLL,CVCVCV,modal,to bend ,doblarse  (una barrilla),NGC,,objects/doblarse_(comp)_3.wav,audio/wav,audio
ninta-yi-01,nìntà'yǐ,cry ,ninta'yi,nìntà'yǐ,[nìⁿtàˀjǐ],verb (completive),Actions and activities,LLR,CVCV?CV,glottalized,cry ,llorar ,,,,,
nintsiku-01,nìntsìkù,chase ,nintsìku,nìntsìkù,[nìⁿt͡sìkù],verb (completive),Actions and activities,LLL,CVCCC,modal,chase ,perseguir ,,,,,
ninu-01,ninũ,low (altitude),ninu,ninũ,[ninũ],adjective,landscape and environment,MM,CVCV,modal,low (altitude),bajo (altitud) ,,,objects/bajo_(altitud).wav,audio/wav,audio
nita-vi-01,nìtà'vǐ,to shatter ,nita'vi,nìtà'vǐ,[nìtàˀβǐ],verb (completive),Actions and activities,LLR,CVCV?CV,glottalized,to shatter ,romperse ,NGC,,objects/romperse_(comp).wav,audio/wav,audio
nitajan-01,nìtàjan,earthquake ,nitajan,nìtàjan,[nìtàʰã],verb (potential),landscape and environment,LLM,CVCVhV,aspirated,earthquake ,terremoto,,,,,
nitaxin-01,nitaxin,ground,nìtaxin,nitaxin,[nìtàʃĩ],adjective,"food, drink, and cooking",LL,CVCVCV,modal,ground,molido,,,objects/molido.wav,audio/wav,audio
nitijvi-01,nitijvi,sunrise,nitijvi,,[nitiʰβi],noun,weather,,CVCVCV,pre-aspirated,sunrise,amenecer,NGC,,,,
nitsia-yi-01,nìtsià'yǐ,rot ,nitsia'yi,nìtsià'yǐ,[nìt͡sʲàˀjǐ],verb (completive),Actions and activities,LLR,CVCCV?CV,glottalized,rot ,pudrir ,,,,,
nitya-ma-01,nìtyà'ma,to be crushed ,nitya'ma,nìtyà'ma,[nì͡tʃàˀmā],verb (completive),Actions and activities,LLM,CVCV?CV,glottalized,to be crushed ,aplastarse ,NGC,,objects/aplastarse_(comp).wav,audio/wav,audio
nixa-01,nìxǎni,dream ,nixa,nìxǎni,[nìʃǎni],verb (completive),Actions and activities,LRM,CVCVCV,modal,dream ,soñar ,,,,,
nixa-a-01,nìxà'à,go ,nixa'a,nìxà'à,[nìʃàˀà],verb (completive),Actions and activities,LLL,CVCV?V,glottalized,go ,ir ,,,,,
nixaku-01,nìxàkù,laugh ,nìxaku,nìxàkù,[nìʃàkù],verb (completive),Actions and activities,LLL,CVCVC,modal,laugh ,reir ,,,,,
nixani-01,nixànì,step on ,nixani,nixànì,[niʃã̀ì],verb (completive),Actions and activities,MLL,CVCVV,modal,step on ,pisar ,,,,,
nixiko-01,nìxìko,sell ,nixiko,nìxìko,[nìʃìko],verb (completive),Actions and activities,LLM,CVCVCV,modal,sell ,vender ,,,,,
nixikuntuju-01,nìxìkuntújǔ,sit ,nixikuntuju,nìxìkuntújǔ,[nìʃìkʷⁿtúʰǔ],verb (completive),Actions and activities,LLHR,CCVCVCCVhV,modal,sit ,sentar ,,morphologically complex compared with other verb tenses of sit,,,
nixinu-01,nìxinù,gather ,nixinu,nìxinù,[nĩ̀-ʃìnũ̀],verb (completive),Actions and activities,LML,CVCVCV,modal,gather ,reunir,JGO,,,,
nixita-01,nìxìtá,pull ,nixita,nìxìtá,[nìʃìtá],verb (completive),Actions and activities,LMH,CVCVCV,modal,pull ,jalar ,,,,,
nixutsia-01,nìxùtsiá,swim ,nixutsia,nìxùtsiá,[nìʃùt͡sʲá],verb (completive),Actions and activities,LLH,CVCVCV,modal,swim ,nadar ,,,objects/nadar_(comp).wav,audio/wav,audio
niya-a-01,nìyà'a,pass/move on ,niya'a,nìyà'a,[nìjàˀa],verb (completive),Actions and activities,LLM,CVCV?V,glottalized,pass/move on ,pasar ,,,,,
niyi-vi-01,nìyǐ'vi,fear ,niyi'vi,nìyǐ'vi,[nìjǐˀβi],verb (completive),Actions and activities,LRM,CVCV?CV,glottalized,fear ,temer ,,,,,
no-iji-01,no îjǐ,face wrinkle,no iji,no îjǐ,[no îʰǐ],noun,body parts and the body,M FR,CV VhV,aspirated,face wrinkle,arruga de la cara,NGC,,objects/arruga_de_la_cara.wav,audio/wav,audio
no-tijta-tsiikantsiiji-01,no tijta tsiikantsiiji,sunset,no tijta tsiikantsiiji,,[no tiʰta ͡tsʲikan͡tsʲiʰi],noun,weather,,CV CVCV CVCVCCVV,pre-aspirated,sunset,la puesta del sol,NGC,,,,
nojma-01,nòjmǎ,sprout,nojma,nòjmǎ,[nòʰmǎ],noun,plants and trees,LR,CVhCV,aspirated,sprout,brote,NGC,,objects/brote.wav,audio/wav,audio
nojni-01,nòjnǐ,corn,nojni,nòjnǐ,[nòʰnǐ],noun,"food, drink, and cooking",LR,CVhCV,pre-aspirated,corn,maíz,NGC,,objects/maíz.wav,audio/wav,audio
nonijntai-01,nòníjntaʼí,forearm,nonijntaʼi,nòníjntaʼí,[nòníʰⁿtaˀí],noun,body parts and the body,LHMH,CVCVCV?V,pre-aspirated,forearm,antebrazo,,,objects/antebrazo.wav,audio/wav,audio
nonte-unt-ae-01,nonte'únt'àe?,upper arm,nonte'unt'ae?,nonte'únt'àe?,[noⁿteˀúⁿtˀàe?],noun,body parts and the body,MMHLM,CVCV?VC?VV,glottalized,upper arm,parte superior del brazo,,sound cut off,objects/parte_superior_del_brazo.wav,audio/wav,audio
nosoko-01,nǒsôkò,shoulder,nosoko,nǒsôkò,[nǒsôkò],noun,body parts and the body,RFL,CVCVCV,modal,shoulder,hombro,,other instance of hombro?,objects/hombro.wav,audio/wav,audio
noxto-e-01,noxto'ě,Divina Providencia,noxto'e,noxto'ě,[noʃtoˀě],proper name,directions and locations,MMR,CVCCVV,modal,Divina Providencia,Divina Providencia,JGO,,objects/divina_providencia.wav,audio/wav,audio
nta-ixi-01,nta íxí,mosquito,nta ixi,nta íxí,[ⁿta íʃí],noun,wild animals,M HH,CV VCV,modal,mosquito,zancudo,NGC,two words?,objects/zancudo.wav,audio/wav,audio
nta-tuun-xita-a-01,nta tuun xita'a,conversation,nta tuun xita'a,,[ⁿta tuũ ʃitaˀa],noun,social events and responsibilities,,CV CVV CVCV?V,glottalized,conversation,conversación,NGC,,,,
nta-a-01,nta'ǎ,hand,nta'a,nta'ǎ,[ⁿtaˀǎ],noun,body parts and the body,MR,CV?V,glottalized,hand,mano,LA,Said,objects/mano.wav,audio/wav,audio
nta-a-tsiikantsiiji-01,nta'a tsiikantsiiji,rays of the sun,nta'a tsiikantsiiji,,[ⁿtaˀa ͡tsʲikaⁿ͡tsʲiʰi],noun,natural objects (non-living),,CV?V CVCVCVhV,multiple word types,rays of the sun,raya de sol,NGC,,,,
nta-a-tyikoomi-01,nta'a tyikoomi,onion leaves,nta'a tyikoomi,,[ⁿtaˀa ͡tʃikoomi],noun,plants and trees,,CV?V CVCVVCV,glottalized,onion leaves,hoja de cebolla,NGC,https://youtu.be/WetShLb64Mg?si=GzSWQESwfIrmrTo3&t=428 7:08-7:10,objects/hoja_de_cebolla.wav,audio/wav,audio
nta-an-01,nta'ân,their hand,nta'an,nta'ân,[ⁿtaˀã̂],noun,body parts and the body,MF,CV?V,glottalized,their hand,su mano,LA,Said,objects/su_mano.wav,audio/wav,audio
nta-e-01,nta'ě,our hands,nta'e,nta'ě,[ⁿtaˀě],noun,body parts and the body,MR,CV?V,glottalized,our hands,nuestras manos,LA,Said,objects/nuestras_manos.wav,audio/wav,audio
nta-i-01,nta'î,my hand,nta'i,nta'î,[ⁿtaˀî],noun,body parts and the body,MF,CV?V,glottalized,my hand,mi mano,LA,Said,objects/mi_mano.wav,audio/wav,audio
nta-un-01,nta'ǔn,your hand,nta'un,nta'ǔn,[ⁿtaˀũ̌],noun,body parts and the body,MR,CV?V,glottalized,your hand,tu mano,LA,Said,objects/tu_mano.wav,audio/wav,audio
nta-vi-01,ntá'vi,poor,nta'vi,ntá'vi,[ⁿtáˀβī],adjective,states of being,HM,CV?CV,glottalized,poor,pobre,,,objects/pobre.wav,audio/wav,audio
nta-yi-01,ntá'yǐ,cry ,nta'yi,ntá'yǐ,[ⁿtáˀjǐ],verb (continuative),Actions and activities,HR,CV?CV,glottalized,cry ,llorar ,,,,,
nta-yi-02,ntà'yǐ,cry ,nta'yi,ntà'yǐ,[ⁿtàˀjǐ],verb (potential),Actions and activities,LR,CV?CV,glottalized,cry ,llorar ,,,,,
ntaa-01,ntaa,straight,ntaa,ntaa,[ⁿtàà],adjective,descriptions,LL,CVV,modal,straight,recto?,,"also glossed as ""true"" in road narrative",,,
ntaa-02,ntàà,truth,ntaa,ntàà,[ⁿtàà],adjective,descriptions,LL,CVV,modal,truth,verdad,,,,,
ntaja-01,ntájà,look/seem,ntaja,ntájà,[ⁿtáʰà],verb (continuative),states of being,HL,CVhV,aspirated,look/seem,parecer,,,,,
ntakatuun-01,ntakatuun,question,ntakatuun,,[ⁿtakatuũ],noun,social events and responsibilities,,CVCVCVV,modal,question,pregunta,NGC,,,,
ntakinuu-01,ntàkìnuu,sink (intrs) ,ntakinuu,ntàkìnuu,[ⁿtàkʲ̀nuu],verb (completive),Actions and activities,LMM,CVCCVV,modal,sink (intrs) ,hundir ,,,,,
ntakinuu-02,ntákinuu,sink (intrs) ,ntakinuu,ntákinuu,[ⁿtákʲnuu],verb (continuative),Actions and activities,HMM,CVCCVV,modal,sink (intrs) ,hundir ,,,,,
ntakinuu-03,ntakinuu,sink (intrs) ,ntakinuu,ntakinuu,[ⁿtakʲnuu],verb (potential),Actions and activities,MMM,CVCCVV,modal,sink (intrs) ,hundir ,,,,,
ntakojo-01,ntàkojo,get up ,ntakojo,ntàkojo,[ⁿtàkoʰo],verb (completive),Actions and activities,LMM,CVCVhV,aspirated,get up ,levantarse ,,,,,
ntakojo-02,ntákòjo,get up ,ntakojo,ntákòjo,[ⁿtákòʰo],verb (continuative),Actions and activities,HLM,CVCVhV,aspirated,get up ,levantarse ,,,,,
ntakojo-03,ntakòjo,get up ,ntakojo,ntakòjo,[ⁿtakòʰo],verb (potential),Actions and activities,MLM,CVCVhV,aspirated,get up ,levantarse ,,,,,
ntaku-01,ntakù,strong,ntaku,ntakù,[ⁿtākʷ̀],adjective,descriptions,M,CVC,modal,strong,fuerte,,,,,
ntaku-02,ntakǔ,strong,ntaku,ntakǔ,,adjective,descriptions,,CVCV,,strong,fuerte,,,,,
ntaku-03,ntǎku,flat,ntaku,ntǎku,[ⁿtǎku],adjective,states of being,LH,CVC,modal,flat,plano,,,,,
ntakua-01,ntākuà,bark of tree,ntakua,ntākuà,[ⁿtākʷà],noun,plants and trees,ML,CVCV,modal,bark of tree,cáscara de árbol,JGO,,,,
ntakuiin-01,ntàkuiìn,stand up ,ntakuiin,ntàkuiìn,[ⁿtàkʷii᷈̀],verb (completive),Actions and activities,LML,CVCVV,modal,stand up ,parar ,,,objects/parar_(comp).wav,audio/wav,audio
ntakuiin-02,ntákuììn,stand up ,ntakuiin,ntákuììn,[ⁿtákʷìi᷈̀],verb (continuative),Actions and activities,HLL,CVCVV,modal,stand up ,parar ,,,objects/parar_(cont).wav,audio/wav,audio
ntakuiin-03,ntakuììn,stand up ,ntakuiin,ntakuììn,[ⁿtakʷìi᷈̀],verb (potential),Actions and activities,MLL,CVCVV,modal,stand up ,parar ,,,objects/parar_(pot).wav,audio/wav,audio
ntani-i-01,ntàni'i,lift ,ntani'i,ntàni'i,[ⁿta᷈̀iˀi],verb (completive),Actions and activities,LMM,CVV?V,glottalized,lift ,levantar / elevar ,,,,,
ntani-i-02,ntáni'i,lift ,ntani'i,ntáni'i,[ⁿtã́iˀi],verb (continuative),Actions and activities,HMM,CVV?V,glottalized,lift ,levantar / elevar ,,,,,
ntani-i-03,ntani'i,lift ,ntani'i,ntani'i,[ⁿta᷈iˀi],verb (potential),Actions and activities,MMM,CVV?V,glottalized,lift ,levantar / elevar ,,,,,
ntanu-u-01,ntàñǔ'u,get lost ,ntanu'u,ntàñǔ'u,[ⁿtàɲǔˀu],verb (completive),Actions and activities,LRM,CVCV?V,glottalized,get lost ,perderse ,,,,,
ntanu-u-02,ntáñú'u,get lost ,ntanu'u,ntáñú'u,[ⁿtáɲúˀu],verb (continuative),Actions and activities,HHM,CVCV?V,glottalized,get lost ,perderse ,,,,,
ntanu-u-03,ntañú'u,get lost ,ntanu'u,ntañú'u,[ⁿtaɲúˀu],verb (potential),Actions and activities,MHM,CVCV?V,glottalized,get lost ,perderse ,,,,,
ntasa-01,ntàsa,to freeze ,ntasa,ntàsa,[ⁿtàsā],verb (completive),Actions and activities,LM,CVCV,modal,to freeze ,congelar ,NGC,,objects/congelar_(comp).wav,audio/wav,audio
