objectid,title,description,orthography,orthography_tone,ipa,part_of_speech,semantic_domain,tone_melody,syllable_structure,phonation_type,english,spanish,speaker,notes,object_location,format,display_template
ntuxan-03,ntuxǎn,vomit ,ntuxan,ntuxǎn,[ⁿtuʃã̌],verb (potential),Actions and activities,MR,CVCV,modal,vomit ,vomitar ,,,,,
ntyikojo-01,ntyikojo,lizard,ntyikojo,,[ᶮ͡tʃīkoʰoː],noun,wild animals,,CVCVhV,aspirated,lizard,lagartija,,"lagartija comes up 5 times in this document with a few different corresponding mixtec words, are there different types of lizards being talked about?",objects/lagartija.wav,audio/wav,audio
ntyityi-01,ntyityi,steep,ntyityi,ntyityi,[ɲt͡ʃīt͡ʃī],adjective,descriptions,MMM,CCVCV,modal,steep,empinado,,,,,
ntyityi-02,ntyítyi,magical,ntyityi,ntyítyi,[ɲt͡ʃít͡ʃi],adjective,descriptions,H,CCVCV,modal,magical,mágico,,,objects/mágico_1.wav,audio/wav,audio
ntyixi-01,ntyixǐ,corncob,ntyixi,ntyixǐ,[ᶮ͡tʃīʰʃǐ],noun,"food, drink, and cooking",MR,CVhCV,pre-aspirated,corncob,elote,,,objects/elote.wav,audio/wav,audio
ntyixiri-01,ntyixiri,wings,ntyixiri,,[ᶮ͡tʃiʃiri],noun,body parts and the body,,CVCVCV,modal,wings,alas,NGC,,objects/alas.wav,audio/wav,audio
nu-ke-ena-tanuun-na-a-01,nu ke'ena tanuun ña'a,art,nu ke'ena tanuun ña'a,,[nu keˀena tanuũ ñaˀa],noun,Actions and activities,,CV CV?VCV CVCVV CV?V,glottalized,art,arte,NGC,,,,
nu-u-01,ñǔ'ù,not picky,ñu'u,ñǔ'ù,[ɲǔˀù],adjective,descriptions,RL,CV?V,glottalized,not picky,no exigente,,,,,
nu-u-02,ñú'u,placed (worn?),ñu'u,ñú'u,[ɲúˀu],adjective,descriptions,HM,CV?V,glottalized,placed (worn?),puesto,,,,,
nu-u-03,ñû'ǔ,little bit of earth/dirt,ñu'u,ñû'ǔ,[ɲûˀũ̌],noun,landscape and environment,FR,CV?V,glottalized,little bit of earth/dirt,puñito de tierra,,,,,
nu-u-04,ñù'ũ̌,land,ñu'ũ,ñù'ũ̌,[ɲùˀũ̌],noun,landscape and environment,LR,CV?V,glottalized,land,tierra,NGC,,objects/tierra.wav,audio/wav,audio
nuu-01,ñú’ù,to be inside ,ñu’u,ñú’ù,[ɲṹˀũ̀],verb (continuative),Actions and activities,HL,CV?V,glottalized,to be inside ,estar adentro,JGO,,,,
nuu-02,ñu’ù,fire,ñu’u,ñu’ù,[ɲũ̄ˀũ̀] ,noun,natural objects (non-living),ML,CV?V,glottalized,fire,fuego,,,objects/fuego.wav,audio/wav,audio
nu-u-ini-01,ñú'u ini,remember1,ñu'u ini,ñú'u ini,[ɲúˀu ĩi],verb (continuative),Actions and activities,HM MM,CV?V VV,glottalized,remember1,acordar ,,,objects/acordar_(cont).wav,audio/wav,audio
nu-u-tsina-01,nù'u tsǐnà,canines,nu'u tsina,nù'u tsǐnà,,noun,body parts and the body,,,,canines,caninos,,,,,
nu-u-ye-e-01,nù'u yé'e,front teeth,nu'u ye'e,nù'u yé'e,,noun,body parts and the body,,,,front teeth,dientes de en frente,,,,,
nu-u-yoso-01,nù'u yòso,molar,nu'u yoso,nù'u yòso,,noun,body parts and the body,,,,molar,molar,,,,,
nuja-01,nùjâ,their face (stranger),nuja,nùjâ,[nùʰâ],noun,body parts and the body,LF,CVhV,aspirated,their face (stranger),su cara (desconocido),LA,Said,objects/su_cara.wav,audio/wav,audio
nuje-01,nùjě,our faces,nuje,nùjě,[nùʰě],noun,body parts and the body,LR,CVhV,aspirated,our faces,nuestras caras,LA,Said,objects/nuestras_caras.wav,audio/wav,audio
nujin-01,nùjîn,my face,nujin,nùjîn,[nùʰĩ̂],noun,body parts and the body,LF,CVhV,aspirated,my face,mi cara,LA,Said,objects/mi_cara.wav,audio/wav,audio
nujnu-01,ñùjñǔ,bee,ñujñu,ñùjñǔ,[ɲùʰɲǔ],noun,wild animals,LR,CVhCV,aspirated,bee,abeja,NGC,,objects/abeja.wav,audio/wav,audio
nuju-01,nùjù,face,nuju,nùjù,[nùʰù],noun,body parts and the body,LL,CVhV,aspirated,face,cara,,,objects/cara.wav,audio/wav,audio
nuju-02,nùjǔ,your face,nuju,nùjǔ,[nùʰǔ],noun,body parts and the body,LR,CVhV,aspirated,your face,tu cara,LA,Said,objects/tu_cara.wav,audio/wav,audio
nuju-03,ñùjǔ,palm plant,ñuju,ñùjǔ,[ɲũ̀ʰũ̌] ,noun,plants and trees,LR,CVhV,aspirated,palm plant,planta de palma,,,objects/planta_de_palma.wav,audio/wav,audio
nuju-lee-01,nùjù léé,baby's face,nuju lee,nùjù léé,,noun,body parts and the body,,CVhV CVV,aspirated,baby's face,cara del bebé,RDC,Said,objects/cara_del_bebe.wav,audio/wav,audio
nuju-lee-lo-o-01,nùjù léé lo'o,,nuju lee lo'o,nùjù léé lo'o,,noun,body parts and the body,,CVhV CVV CV?V,multiple word types,,la cara del bebé,RDC,Said,objects/la_cara_del_bebe.wav,audio/wav,audio
nuju-yavi-01,nùjù yávî,market,nuju yavi,nùjù yávî,[nùʰù jáβî],noun,directions and locations,LL HF,CVhV CVCV,aspirated,market,mercado,NGC,,objects/mercado.wav,audio/wav,audio
nujun-01,nùjǔn,face,nujun,nùjǔn,[nùʰũ̂],noun,body parts and the body,LR,CVhV,aspirated,face,cara,LA,Said,objects/cara.wav,audio/wav,audio
numa-so-o-01,ñumà sò'o,,ñuma so'o,ñumà sò'o,[ɲumà sòˀo],,,ML LM,CVCV CV?V,glottalized,,cera del oido,RDC,ñuma is like ijma for cera,objects/cera_del_oido.wav,audio/wav,audio
numi-ta-an-01,nùmi tá'ǎn,hug ,numi ta'an,nùmi tá'ǎn,[nùmi táˀã̌],verb (completive),Actions and activities,LM HR,CVCV CV?V,multiple word types,hug ,abrazar ,,,,,
numi-ta-an-02,númi tá'ǎn,hug ,numi ta'an,númi tá'ǎn,[númi táˀã̌],verb (continuative),Actions and activities,HM HR,CVCV CV?V,multiple word types,hug ,abrazar ,,,,,
numi-ta-an-03,numi tá'ǎn,hug ,numi ta'an,numi tá'ǎn,[numi táˀã̌],verb (potential),Actions and activities,MM HR,CVCV CV?V,multiple word types,hug ,abrazar ,,,,,
nuna-01,núná,open,nuna,núná,[núná],adjective,states of being,HH,CVCV,modal,open,abierto,,,objects/abierto.wav,audio/wav,audio
nuntekitsi-01,nuntékítsì,farm,nuntekitsi,nuntékítsì,[nūⁿtékít͡sì],noun,farming,MHHL,CVCVCVCV,modal,farm,granja,NGC,,objects/granja.wav,audio/wav,audio
nuntova-01,nùntǒva,Oaxaca,nuntova,nùntǒva,[nùⁿtǒβa],proper name,directions and locations,LRM,CVCVCV,modal,Oaxaca,Oaxaca,RDC,,,,
nuntsi-i-01,nùntsí'i,last,nuntsi'i,nùntsí'i,[nùⁿt͡sʲˀi],adjective,descriptions,LM,CVC?V,glottalized,last,último,,,,,
nuu-03,nùu,come down ,nuu,nùu,[nùū],verb (completive),Actions and activities,LM,CVV,modal,come down ,bajar ,,,,,
nuu-04,núu,come down ,nuu,núu,[núu],verb (continuative),Actions and activities,HM,CVV,modal,come down ,bajar ,,"see ""vaxi nuu""",,,
nuu-05,nuu,come down ,nuu,nuu,[nūū],verb (potential),Actions and activities,MM,CVV,modal,come down ,bajar ,,,,,
nuu-06,nùú,first,nuu,nùú,[nùú],adjective,descriptions,LH,CVV,modal,first,primero,,,,,
nuu-07,ñuù,town,ñuu,ñuù,[ɲũ̄ũ̀],noun,directions and locations,ML,CVV,modal,town,pueblo,,,objects/pueblo.wav,audio/wav,audio
nuu-08,ñǔù,night,ñuu,ñǔù,[ɲũ̌ũ̀],noun,times and seasons,RL,CVV,modal,night,noche,,,objects/noche.wav,audio/wav,audio
o-ova-01,ó'ovà,salty,o'ova,ó'ovà,[óˀoβà],adjective,"food, drink, and cooking",HML,V?VCV,glottalized,salty,salado,NGC,,objects/salado.wav,audio/wav,audio
o-va-01,o'va,thick,o'va,o'va,[ōˀβā],adjective,descriptions,MM,V?CV,glottalized,thick,espeso,,,,,
oko-01,oko,twenty,oko,oko,[ōkō],noun,numbers,MM,VCV,modal,twenty,veinte,NGC,,https://www.youtube.com/watch?v=uxOQtyeEObA,text/html,record
ona-01,ona,eight,ona,ona,[ōnā],noun,numbers,MM,VCV,modal,eight,ocho,NGC,,https://www.youtube.com/watch?v=YLSbF1X3mQM,text/html,record
oni-01,onî,three,oni,onî,[ōːnî],noun,numbers,MF,VCV,modal,three,tres,NGC,,https://www.youtube.com/watch?v=YLSbF1X3mQM,text/html,record
oni-02,ônì,three,oni,ônì,[ônì],noun,numbers,FL,VCV,modal,three,tres,NGC,,objects/tres.wav,audio/wav,audio
ova-01,ovà,bitter (taste),ova,ovà,[oβà],adjective,"food, drink, and cooking",ML,VCV,modal,bitter (taste),amargo,NGC,,objects/amargo_1.wav,audio/wav,audio
pala-01,pálà,shovel,pala,pálà,[pálà],noun,tools and implements,HL,CVCV,modal,shovel,pala,,loan word,objects/pala.wav,audio/wav,audio
pato-01,pátò,duck,pato,pátò,[páʰtò],noun,domesticated animals,HL,CVhCV,pre-aspirated,duck,pato,JGO,loan word,objects/pato.wav,audio/wav,audio
viko-01,vîkǒ,party,viko,vîkǒ,[βîʰkǒ],noun,social events and responsibilities,FR,CVhCV,pre-aspirated,party,fiesta,NGC,,objects/fiesta.wav,audio/wav,audio
pino-01,pínō,cucumber,pino,pínō,[pínō],noun,"food, drink, and cooking",HM,CVCV,modal,cucumber,pepino,NGC,loan word?,objects/pepino.wav,audio/wav,audio
pinto-01,píntò,with dots/points,pinto,píntò,[píntò],adjective,descriptions,HL,CVCCV,modal,with dots/points,con puntitos,,,objects/con_punitos.wav,audio/wav,audio
pulpo-01,pulpo,jellyfish,pulpo,,[pulpo],noun,wild animals,,CVCCV,modal,jellyfish,medusa,NGC,,,,
ra-01,ra,and,ra,ra,[ɾa],conjunction,other,M,CV,modal,and,y,JGO,,,,
ra-kuka-nu-ini-ra-01,rà kùkǎ'nu ini rà,forgive ,ra kuka'nu ini ra,rà kùkǎ'nu ini rà,[rà kùkǎˀnu ĩi rà],verb (completive),Actions and activities,L LRM MM L,CV CVCV?CV VV CV,glottalized,forgive ,perdonar ,,,,,
ra-kuka-nu-ini-ra-02,rà kúká'nu ini rà,forgive ,ra kuka'nu ini ra,rà kúká'nu ini rà,[rà kúkáˀnu ĩi rà],verb (continuative),Actions and activities,L HHM MM L,CV CVCV?CV VV CV,glottalized,forgive ,perdonar ,,,,,
ra-kuka-nu-ini-ra-03,rà kuká'nu ini rà,forgive ,ra kuka'nu ini ra,rà kuká'nu ini rà,[rà kʷkáˀnu ĩi rà],verb (potential),Actions and activities,L HM MM L,CV CCV?CV VV CV,glottalized,forgive ,perdonar ,,,,,
ra-lo-o-01,rà lo'o,boy,ra lo'o,rà lo'o,[ɾà lōˀō],noun,people,LMM,CV CV?V,glottalized,boy,chico,,,objects/chico.wav,audio/wav,audio
ra-ntuu-01,rá ntúú,to be frozen ,ra ntuu,rá ntúú,[ɾá ⁿtúú],verb (continuative),Actions and activities,H HH,CV CVV,modal,to be frozen ,realizar/ entender ,NGC,,objects/congelarse_(cont).wav,audio/wav,audio
rantyo-01,rântyo,Ahuejutla,rantyo,rântyo,[rânt͡ʃo],proper name,directions and locations,FM,CVCCV,modal,Ahuejutla,Ahuejutla,JGO,,objects/ahuejutla.wav,audio/wav,audio
ravixi-01,rǎvìxǐ,soda,ravixi,rǎvìxǐ,[rǎβìʃǐ],noun,"food, drink, and cooking",RLR,CVCVCV,modal,soda,soda,,,,,
ri-ntyixiji-01,rí ntyixìji,tick,ri ntyixiji,rí ntyixìji,[ɾí ⁿt͡ʃiʃìʰi],,,H MLM,CV CVCVhV,aspirated,tick,garrapata,RDC,,objects/garrapata.wav,audio/wav,audio
ri-vili-01,rí víli,whistle,ri vili,rí víli,[rí βíli],noun,tools and implements,H HM,CV CVCV,modal,whistle,silbato,RDC,,objects/el_silbato.wav,audio/wav,audio
rosa-01,rósà,pink,rosa,rósà,[ɾósà],noun,colors,H,CVCV,modal,pink,rosa,,loan word,,,
sa-an-01,sá'án,spanish,sa'an,sá'án,[sáˀa᷈́],,,HH,CV?V,glottalized,spanish,español,,,objects/español.wav,audio/wav,audio
sa-ava-01,sá'ava,frog,sa'ava,sá'ava,[sáˀaβa],noun,wild animals,HMM,CV?VCV,glottalized,frog,rana,NGC,,objects/rana.wav,audio/wav,audio
sa-ma-01,sâ'mǎ,tortilla cloth,sa'ma,sâ'mǎ,[sâˀmã̌],noun,"food, drink, and cooking",FR,CV?CV,glottalized,tortilla cloth,servilleta de tortilla,,,objects/tortillero.wav,audio/wav,audio
saa-01,saá,when,saa,saá,[saá],conjunction,descriptions,H,CVV,modal,when,cuando,JGO,,,,
saa-02,saà,bird,saa,saà,[sāà],noun,wild animals,ML,CVV,modal,bird,pájaro,,,objects/pájaro.wav,audio/wav,audio
saa-03,saá,like this,saa,saá,[saá],,,,,,like this,así,,,,,
saa-04,saá,then/so,saa,saá,[saá],,,,,,then/so,entonces,,,,,
saja-01,sájǎ,hot,saja,sájǎ,[sáʰǎ],adjective,states of being,HR,CVhV,aspirated,hot,caliente,NGC,,objects/caliente.wav,audio/wav,audio
sata-01,sâta,back,sata,sâta,[sâʰta],noun,body parts and the body,FM,CVCV,pre-aspirated,back,espalda,NGC,,objects/espalda.wav,audio/wav,audio
sajvi-01,sàjvǐ,rain,sajvi,sàjvǐ,[sàʰβǐ],noun,weather,LR,CVhVCV,pre-aspirated,rain,lluvia,NGC,,objects/lluvia.wav,audio/wav,audio
sajvi-02,sàjvǐ tātyǐ,storm,sajvi,sàjvǐ tātyǐ,[sàʰβǐ tā͡tʃǐ],noun,weather,LR MR,CVhCV CVCV,pre-aspirated,storm,tormenta ,NGC,,objects/tormenta.wav,audio/wav,audio
sajvi-i-na-01,sàjvǐ í'nā,stronger storm,sajvi i'na,sàjvǐ í'nā,[sàʰβǐ íˀnā],noun,weather,LR HM,CVhCV V?CV,multiple word types,stronger storm,tormenta más fuerte,NGC,,objects/tormenta_más_fuerte.wav,audio/wav,audio
sajvi-nuu-01,sàjvǐ nùú,the first rain,sajvi nuu,sàjvǐ nùú,[sàʰβǐ nùṹ],noun,weather,LR LH,CVhCV CVV,pre-aspirated,the first rain,la primera lluvia,RDC,,objects/la_primera_lluvia.wav,audio/wav,audio
saka-01,saká,around,saka,saká,[saká],adverb,,MH,CVCV,modal,around,alrededor (de),NGC,,objects/alrededor.wav,audio/wav,audio
saka-sun-ra-iin-xita-01,sáka sùn rà iin xìtǎ,toast,saka sun ra iin xita,sáka sùn rà iin xìtǎ,,verb (potential),"food, drink, and cooking",,,,toast,dorar,,,,,
saka-a-01,sáká'á,play (instr.) ,saka'a,sáká'á,[sákáˀá],verb (completive),,HHH,CVCV?V,glottalized,play (instr.) ,tocar (instru.),,,,,
sakana-01,sàkǎna,throw ,sakana,sàkǎna,[sàkã̌a],verb (completive),Actions and activities,LRM,CVCVV,modal,throw ,tirar ,,,,,
sakana-02,sákana,throw ,sakana,sákana,[sákãa],verb (continuative),Actions and activities,HMM,CVCVV,modal,throw ,tirar ,,,,,
sakana-03,sakana,throw ,sakana,sakana,[sakãa],verb (potential),Actions and activities,MMM,CVCVV,modal,throw ,tirar ,,,,,
sakantsiita-01,sàkàntsiìtà,to bounce ,sakantsiita,sàkàntsiìtà,[sàkàⁿ͡tsʲìtà],verb (completive),Actions and activities,LLLL,CVCVCVCV,modal,to bounce ,rebotar ,NGC,,objects/rebotar_(comp).wav,audio/wav,audio
sakantsiita-02,sákántsiītā,to bounce ,sakantsiita,sákántsiītā,[sákáⁿ͡tsʲītā],verb (continuative),Actions and activities,HHMM,CVCVCVCV,modal,to bounce ,rebotar ,NGC,,objects/rebotar_(cont).wav,audio/wav,audio
sakantsiita-03,sákāntsiītā,to bounce ,sakantsiita,sákāntsiītā,[sákāⁿ͡tsʲītā],verb (potential),Actions and activities,HMMM,CVCVCVCV,modal,to bounce ,rebotar ,NGC,,objects/rebotar_(pot).wav,audio/wav,audio
sakasin-iin-xita-01,sákasìn iin xìtǎ,toast,sakasin iin xita,sákasìn iin xìtǎ,,verb (potential),"food, drink, and cooking",,,,toast,dorar,,,,,
sakasun-01,sàkǎsun,toast ,sakasun,sàkǎsun,[sàkǎsũ],verb (completive),Actions and activities,LRM,CVCVCV,modal,toast ,tostar ,,,,,
sakasun-02,sákásun,toast ,sakasun,sákásun,[sákásũ],verb (potential),Actions and activities,HHMM,CVCVCV,modal,toast ,tostar ,,,,,
sakatyi-01,sakatyi,promise,sakatyi,,[saka͡tʃi],noun,social events and responsibilities,,CVCVCV,modal,promise,promise,NGC,,,,
sakua-a-01,sákuá'a,study/learn ,sakua'a,sákuá'a,[sákʷáˀa],verb (potential),Actions and activities,HHM,CVCV?V,glottalized,study/learn ,aprender,,,,,
sakua-a-02,sàkuǎ'a,study/learn ,sakua'a,sàkuǎ'a,[sàkʷǎˀa],verb (completive),Actions and activities,LRM,CVCV?V,glottalized,study/learn ,aprender,,,,,
sakuiso-01,sàkuǐsǒ,record (audio) ,sakuiso,sàkuǐsǒ,[sàkʷǐsǒ],verb (completive),Actions and activities,LRR,CVCVCV,modal,record (audio) ,grabar ,,,,,
sakuiso-02,sákuisǒ,record (audio) ,sakuiso,sákuisǒ,[sákʷisǒ],verb (continuative),Actions and activities,HMR,CVCVCV,modal,record (audio) ,grabar ,,,,,
sakuiso-03,sakuìsǒ,record (audio) ,sakuiso,sakuìsǒ,[sakʷìsǒ],verb (potential),Actions and activities,MLR,CVCVCV,modal,record (audio) ,grabar ,,,,,
sakutu-01,sākǔtū,to fill ,sakutu,sākǔtū,[sākǔtū],verb (completive),Actions and activities,MRM,CVCVCV,modal,to fill ,llenar ,NGC,,objects/llenar_(comp).wav,audio/wav,audio
sakutu-02,sákūtú,to fill ,sakutu,sákūtú,[sákūtú],verb (continuative),Actions and activities,HMH,CVCVCV,modal,to fill ,llenar  ,NGC,,objects/llenar_(cont).wav,audio/wav,audio
sakutu-03,sákútú,to fill ,sakutu,sákútú,[sákútú],verb (potential),Actions and activities,HHH,CVCVCV,modal,to fill ,llenar ,NGC,,objects/llenar_(pot).wav,audio/wav,audio
sakutyi-01,sàkǔtyi,paint ,sakutyi,sàkǔtyi,[sàkʷ̌t͡ʃī],verb (completive),Actions and activities,LM,CVCCV,modal,paint ,pintar ,,,,,
san-marco-de-la-flor-01,san marco de la flor,San Marco de la Flor,san marco de la flor,,[san maɾco de la floɾ],proper name,directions and locations,,CVC CVCCV CV CV CCVC,modal,San Marco de la Flor,San Marco de la Flor,JGO,loan word,objects/san_marco_de_la_flor.wav,audio/wav,audio
san-mili-to-01,san mili'to,San Miguelito,san mili'to,,[san miliˀto],proper name,directions and locations,,CVC CVCV?CV,glottalized,San Miguelito,San Miguelito,JGO,loan word,objects/san_miguelito.wav,audio/wav,audio
sana-01,sána,crazy/has rabies,sana,sána,[sána],adjective,states of being,HM,CVCV,modal,crazy/has rabies,loco/rabioso?,,,,,
sana-02,sànà,undomesticated (anml),sana,sànà,[sànà],adjective,wild animals,LL,CVCV,modal,undomesticated (anml),no domesticado/salvaje?,,,,,
sana-03,sâna,rabid,sana,sâna,[sâna],adjective,wild animals,FM,CVCV,modal,rabid,rabioso,NGC,,objects/rabioso.wav,audio/wav,audio
sana-a-01,sànǎ'a,teach ,sana'a,sànǎ'a,[sã̀ǎˀa],verb (completive),Actions and activities,LRM,CVV?V,modal,teach ,enseñar ,,,,,
sana-a-02,sáná'a,teach ,sana'a,sáná'a,[sã́áˀa],verb (potential),Actions and activities,HHM,CVV?V,modal,teach ,enseñar ,,,,,
sanakava-01,sànǎkavà,throw off ,sanakava,sànǎkavà,[sã̀ǎkaβà],verb (completive),Actions and activities,LRML,CVVCVCV,modal,throw off ,quitarse ,,,,,
sanakava-02,sánakàvà,throw off ,sanakava,sánakàvà,[sã́akàβà],verb (continuative),Actions and activities,HMLL,CVVCVCV,modal,throw off ,quitarse ,,,,,
sanakutyi-01,sànǎkutyi,to paint ,sanakutyi,sànǎkutyi,[sã̀ǎkʷt͡ʃi],verb (completive),Actions and activities,LRMM,CVVCCV,modal,to paint ,pintar ,,,,,
sanakutyi-02,sánakutyi,to paint ,sanakutyi,sánakutyi,[sã́akʷt͡ʃi],verb (continuative),Actions and activities,HMMM,CVVCCV,modal,to paint ,pintar ,,,,,
sanan-01,sânàn,crazy,sanan,sânàn,[sânã̀],adjective,states of being,FL,CVCV,modal,crazy,loco,,,objects/loco.wav,audio/wav,audio
sanana-01,sánana,paint ,sanana,sánana,[sánana],verb (continuative),Actions and activities,HMM,CVCVCV,modal,paint ,pintar,,,,,
sanana-02,sànǎna,Paint ,sanana,sànǎna,[sànǎna],verb (completive),Actions and activities,LRM,CVCVCV,modal,Paint ,pintar ,,,,,
sanana-03,sánana,Paint ,sanana,sánana,[sánãa],verb (continuative),Actions and activities,HMM,CVCVV,modal,Paint ,pintar ,,,,,
sanaoria-xaxiri-01,sanaoria xaxiri,,sanaoria xaxiri,,[sanaoria ʃaʃiri],noun,Actions and activities,,CVCVVCVV CVCVCV,modal,,está comiendo zanahoria,NGC,,objects/está_comiendo_zanahoría.wav,audio/wav,audio
sani-01,sani,corncob ,sani,sani,[sani],noun,"food, drink, and cooking",MM,CVCV,modal,corncob ,olote,JGO,,objects/olote.wav,audio/wav,audio
sanose-01,sanose,San Jose Peras,sanose,,[sanose],proper name,directions and locations,,CVCVCV,modal,San Jose Peras,San Jose Peras,,loan word,objects/san_jose_peras.wav,audio/wav,audio
santia-01,santia,watermelon,santia,,[santia],noun,"food, drink, and cooking",,CVCCVV,modal,watermelon,sandia,NGC,loan word https://youtu.be/WetShLb64Mg?si=HJhWk4bbO4ioYBg3&t=287 4:47-4:48,,,
santsi-i-01,sàntsǐ'i,finish ,santsi'i,sàntsǐ'i,[sàⁿt͡sʲˀi],verb (completive),Actions and activities,LM,CVCCV,glottalized,finish ,terminar ,,,,,
santuviji-01,sàntùvíjì,to iron,santuviji,sàntùvíjì,[sã̀ⁿtùβíʰì],verb (completive),Actions and activities,LLHL,CVCVCVhV,aspirated,to iron,planchar ,,,,,
santuviji-02,sántùvìjǐ,to iron,santuviji,sántùvìjǐ,[sã́ⁿtùβíʰǐ],verb (continuative),Actions and activities,HLHR,CVCVCVhV,aspirated,to iron,planchar ,,,,,
santuviji-03,santùvìjǐ,to iron,santuviji,santùvìjǐ,[sãⁿtùβíʰǐ],verb (potential),Actions and activities,MLHR,CVCVCVhV,aspirated,to iron,planchar ,,,,,
sasiki-01,sàsǐki,play (sport) ,sasiki,sàsǐki,[sàsʲ̌kʲ],verb (completive),Actions and activities,LRM,CVCC,modal,play (sport) ,jugar (deporte) ,,,,,
sasiki-02,sásiki,play (sport) ,sasiki,sásiki,[sásʲkʲ],verb (continuative),Actions and activities,HMM,CVCC,modal,play (sport) ,jugar (deporte) ,,,,,
sasiki-03,sasiki,play (sport) ,sasiki,sasiki,[sāsʲkʲ],verb (potential),Actions and activities,MMM,CVCC,modal,play (sport) ,jugar (deporte) ,,,,,
sasiki-04,sásiki,to play,sasiki,sásiki,,,Actions and activities,,CVCVCV,,to play,jugar,,,,,
sata-xa-a-01,sàtà xá'à,liver,sata xa'a,sàtà xá'à,,noun,body parts and the body,,CVCV CV'V,,liver,higado,,,,,
sati-intsiaa-ita-01,sàtî íntsiaa ità,the flowers are behind me,sati intsiaa ita,sàtî íntsiaa ità,,,descriptions,,CVCV VCVV VCV,modal,the flowers are behind me,las flores están detrás de mí,RDC,Said,objects/las_flores_estan_detras_de_mi.wav,audio/wav,audio
satya-ma-01,sàtyǎ'mǎ,crush ,satya'ma,sàtyǎ'mǎ,[sàt͡ʃǎˀmǎ],verb (completive),Actions and activities,LRR,CVCCV?CV,glottalized,crush ,aplastar,,,,,
satya-ma-02,sàtyǎ'ma,to squash ,satya'ma,sàtyǎ'ma,[sà͡tʃǎˀmā],verb (completive),Actions and activities,LRM,CVCV?CV,glottalized,to squash ,aplastar ,NGC,,objects/aplastar_(comp).wav,audio/wav,audio
satya-ma-03,sátyà'má,to squash ,satya'ma,sátyà'má,[sá͡tʃàˀmá],verb (continuative),Actions and activities,HLH,CVCV?CV,glottalized,to squash ,aplastar ,NGC,,objects/aplastar_(cont).wav,audio/wav,audio
satya-ma-04,sátyà'má,to squash ,satya'ma,sátyà'má,[sá͡tʃàˀmá],verb (potential),Actions and activities,HLH,CVCV?CV,glottalized,to squash ,aplastar ,NGC,,objects/aplastar_(pot).wav,audio/wav,audio
saxi-01,sáxì,my nephew,saxi,sáxì,[sáʃì],noun,kin terms,HL,CVCV,modal,my nephew,mi sobrino,,,objects/mi_sobrino.wav,audio/wav,audio
sayi-vi-01,sáyí'vi,to scare,sayi'vi,sáyí'vi,,,Actions and activities,,CVCV'CV,,to scare,asustar,,,,,
sayi-vi-02,sàyǐ'vi,scare ,sayǐ'vi,sàyǐ'vi,[sàjǐˀβi],verb (completive),Actions and activities,LRM,CVCV?CV,glottalized,scare ,asustar ,,,,,
se-e-nuun-01,sè'e nùún,the first son,se'e nuun,sè'e nùún,,noun,kin terms,,CV?V CVV,glottalized,the first son,el primer hijo,RDC,Said,objects/el_primer_hijo.wav,audio/wav,audio
si-an-01,sì'ân,their legs (stranger),si'an,sì'ân,[sìˀân],verb (completive),body parts and the body,LF,CV?V,glottalized,their legs (stranger),sus piernas,LA,Said,objects/sus_piernas.wav,audio/wav,audio
si-en-01,sì'ěn,our legs,si'en,sì'ěn,[sìˀěn],verb (completive),body parts and the body,LR,CV?V,glottalized,our legs,nuestras piernas,LA,Said,objects/nuestras_piernas.wav,audio/wav,audio
si-i-01,si'í,leg,si'i,si'í,[siˀí],noun,body parts and the body,MH,CV?V,glottalized,leg,pierna,NGC,,objects/pierna.wav,audio/wav,audio
si-i-02,sí'ì,female (anml),si'i,sí'ì,[síˀì],,,HL,CV?V,glottalized,female (anml),hembra,,,objects/hembra.wav,audio/wav,audio
si-in-01,sì'în,my leg,si'in,sì'în,[sìˀĩ̂],verb (completive),body parts and the body,LF,CV?V,glottalized,my leg,mi pierna,LA,Said,objects/mi_pierna.wav,audio/wav,audio
si-in-02,sì'in,leg,si'in,sì'in,[sìˀĩ],verb (completive),body parts and the body,LM,CV?V,glottalized,leg,pierna,LA,Said,objects/pierna.wav,audio/wav,audio
si-iva-01,sí'iva,seed,si'iva,sí'iva,[síˀiβa],noun,farming,HMM,CV?VCV,glottalized,seed,semilla,NGC,,objects/semilla.wav,audio/wav,audio
si-un-01,sì'ǔn,your leg,si'un,sì'ǔn,[sìˀĩ̌],verb (completive),body parts and the body,LR,CV?V,glottalized,your leg,tu pierna,LA,Said,objects/tu_pierna.wav,audio/wav,audio
si-vi-01,sǐ'vì,purple,si'vi,sǐ'vì,[sǐˀβì],adjective,colors,RL,CV?CV,glottalized,purple,morado,,,objects/morado.wav,audio/wav,audio
sia-a-01,siâ'ǎ,Tecomaxtlahuaca,sia'a,siâ'ǎ,[sʲâˀǎ],proper name,directions and locations,FR,CV?V,glottalized,Tecomaxtlahuaca,Tecomaxtlahuaca,JGO,,objects/tecomaxtlahuaca.wav,audio/wav,audio
siin-01,síìn,different,siin,síìn,[sĩ́ĩ̀],adjective,states of being,HL,CVVC,modal,different,diferente,,,objects/diferente.wav,audio/wav,audio
siji-ini-01,sìjǐ ini,happy,siji ini,sìjǐ ini,[sìʰǐ ĩni] (?),adjective,states of being,LRM,CVhV VCV,aspirated,happy,feliz,,,objects/feliz.wav,audio/wav,audio
